popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,profit
0.194675,19000000,5656087,Something Wicked This Way Comes,Jason Robards|Jonathan Pryce|Diane Ladd|Royal Dano|Vidal Peterson,Jack Clayton,circus|witch|based on novel|lightning|dream,95,Fantasy|Mystery|Thriller,Walt Disney Pictures|Bryna Productions,16,6.3,1983,-13343913
0.089401,425000,10604986,The House on Sorority Row,Kate McNeil|Eileen Davidson|Janis Ward|Robin Meloy|Harley Jane Kozak,Mark Rosman,stalker|murder|prank|sorority|slasher,91,Horror|Mystery|Thriller,VAE Productions,11,5.5,1983,10179986
0.015727,15000000,16500000,Spacehunter: Adventures in the Forbidden Zone,Peter Strauss|Molly Ringwald|Michael Ironside|Ernie Hudson|Deborah Pratt,Lamont Johnson,alien planet|forbidden zone|waif,90,Adventure|Science Fiction,Columbia Pictures Corporation|Delphi Productions|Zone Productions,17,5.1,1983,1500000
4.76535899999999,33000000,327311859,Se7en,Brad Pitt|Morgan Freeman|Gwyneth Paltrow|John C. McGinley|Kevin Spacey,David Fincher,self-fulfilling prophecy|detective|s.w.a.t.|drug dealer|evisceration,127,Crime|Mystery|Thriller,New Line Cinema|Juno Pix|Cecchi Gori Pictures,3535,7.9,1995,294311859
4.282462,30000000,361958736,Toy Story,Tom Hanks|Tim Allen|Don Rickles|Jim Varney|Wallace Shawn,John Lasseter,jealousy|toy|boy|friendship|friends,81,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,3141,7.5,1995,331958736
3.440238,6000000,23341568,The Usual Suspects,Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite,Bryan Singer,law|relatives|theft|criminal|criminal mastermind,106,Drama|Crime|Thriller,Blue Parrot Productions|Bad Hat Harry Productions,1942,8.0,1995,17341568
2.533323,72000000,210000000,Braveheart,Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen,Mel Gibson,individual|scotland|in love with enemy|legend|independence,177,Action|Drama|History|War,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.,2205,7.5,1995,138000000
2.440099,58000000,352194034,GoldenEye,Pierce Brosnan|Sean Bean|Izabella Scorupco|Famke Janssen|Joe Don Baker,Martin Campbell,cuba|falsely accused person|secret identity|computer virus|secret base,130,Adventure|Action|Thriller,United Artists|Eon Productions,741,6.4,1995,294194034
2.245837,65000000,262797249,Jumanji,Robin Williams|Jonathan Hyde|Kirsten Dunst|Bradley Pierce|Bonnie Hunt,Joe Johnston,board game|disappearance|based on a children's book|new home|recluse,104,Adventure|Fantasy|Family,TriStar Pictures|Teitler Film|Interscope Communications,1105,6.6,1995,197797249
2.230236,90000000,366101666,Die Hard: With a Vengeance,Bruce Willis|Jeremy Irons|Samuel L. Jackson|Graham Greene|Colleen Camp,John McTiernan,bomb|taxi|riddle|robbery|detective,128,Action|Thriller,Twentieth Century Fox Film Corporation|Cinergi Pictures Entertainment,1358,6.7,1995,276101666
2.216699,35000000,113000000,Species,Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker,Roger Donaldson,instinct|los angeles|genetic engineering,108,Science Fiction|Horror|Action,Metro-Goldwyn-Mayer (MGM),225,5.2,1995,78000000
2.206907,29500000,168840000,Twelve Monkeys,Bruce Willis|Madeleine Stowe|Brad Pitt|Christopher Plummer|David Morse,Terry Gilliam,schizophrenia|philadelphia|cassandra syndrom|stockholm syndrome|time travel,129,Science Fiction|Thriller|Mystery,Universal Pictures|Atlas Entertainment|Classico,1439,7.2,1995,139340000
2.191608,52000000,355237933,Apollo 13,Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris,Ron Howard,moon|florida|nasa|spaceman|race against time,140,Drama,Imagine Entertainment|Universal Pictures,1002,7.1,1995,303237933
1.964673,19000000,141407024,Bad Boys,Will Smith|Martin Lawrence|TÃ©a Leoni|TchÃ©ky Karyo|Joe Pantoliano,Michael Bay,miami|detective|handcuffs|airport|mexican standoff,118,Adventure|Drama|Action|Comedy|Thriller,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films,1134,6.4,1995,122407024
1.913274,55000000,346079773,Pocahontas,Irene Bedard|Mel Gibson|David Ogden Stiers|John Kassir|Russell Means,Mike Gabriel|Eric Goldberg,princess|native american|animation|star crossed lovers|reference to pizarro,81,Adventure|Animation|Drama|Family,Walt Disney Pictures|Walt Disney Feature Animation,795,6.6,1995,291079773
1.847583,60000000,187436818,Heat,Al Pacino|Robert De Niro|Val Kilmer|Jon Voight|Tom Sizemore,Michael Mann,gambling|suicide attempt|burglar|booties|detective inspector,171,Action|Crime|Drama|Thriller,Regency Enterprises|Forward Pass|Warner Bros.,1104,7.5,1995,127436818
1.706784,2500000,5535405,Before Sunrise,Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno PÃ¶schl|Karl Bruckschwaiger,Richard Linklater,dialogue|sunrise|talking|soulmates|walking,105,Drama|Romance,Detour Film Production,554,7.6,1995,3035405
1.649077,90000000,113493481,Judge Dredd,Sylvester Stallone|Diane Lane|Armand Assante|Rob Schneider|JÃ¼rgen Prochnow,Danny Cannon,judge|post-apocalyptic|dystopia|based on comic book|police officer,96,Science Fiction,Hollywood Pictures|Cinergi Pictures Entertainment,339,5.2,1995,23493481
1.59374,100000000,336529144,Batman Forever,Val Kilmer|Tommy Lee Jones|Jim Carrey|Nicole Kidman|Chris O'Donnell,Joel Schumacher,riddle|dc comics|rose|gotham city|superhero,121,Science Fiction|Fantasy|Action|Crime,Warner Bros.|Polygram Filmed Entertainment,868,5.2,1995,236529144
1.552666,52000000,116112375,Casino,Robert De Niro|Sharon Stone|Joe Pesci|James Woods|Don Rickles,Martin Scorsese,poker|drug abuse|1970s|overdose|illegal prostitution,178,Drama|Crime,Universal Pictures|LÃ©gende Entreprises|Syalis DA|De Fina-Cappa,699,7.6,1995,64112375
1.357131,30000000,254134910,Babe,Christine Cavanaugh|Miriam Margolyes|Danny Mann|Hugo Weaving|Miriam Flynn,Chris Noonan,sheep|pig|affection|piglet|heroism,89,Fantasy|Drama|Comedy|Family,Universal Pictures|Kennedy Miller Productions,387,5.9,1995,224134910
1.27600499999999,50000000,287928194,Casper,Christina Ricci|Bill Pullman|Cathy Moriarty|Eric Idle|Joe Nipote,Brad Silberling,halloween|friendship|supernatural|afterlife|friends,100,Fantasy|Comedy|Family,Universal Pictures|Amblin Entertainment|The Harvey Entertainment Company,561,5.9,1995,237928194
1.23489,4000000,4300000,Four Rooms,Tim Roth|Antonio Banderas|Jennifer Beals|Madonna|Marisa Tomei,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,hotel|new year's eve|witch|bet|hotel room,98,Comedy,Miramax Films|A Band Apart,293,6.4,1995,300000
1.232098,175000000,264218220,Waterworld,Kevin Costner|Chaim Girafi|Rick Aviles|R. D. Call|Zitto Kazann,Kevin Reynolds,ocean|tattoo|mutant|water|dystopia,135,Adventure|Action,Universal Pictures|Gordon Company|Davis Entertainment|Licht/Mueller Film Corporation,557,5.8,1995,89218220
1.173211,30000000,212385533,Ace Ventura: When Nature Calls,Jim Carrey|Ian McNeice|Simon Callow|Maynard Eziashi|Bob Gunton,Steve Oedekerk,africa|indigenous|human being-animal relationship|bat,90,Comedy,O Entertainment|Morgan Creek Productions,583,6.0,1995,182385533
1.173191,24000000,182016617,The Bridges of Madison County,Meryl Streep|Clint Eastwood|Annie Corley|Victor Slezak|Jim Haynie,Clint Eastwood,farewell|adultery|love at first sight|photographer|wife husband relationship,135,Drama|Romance,Amblin Entertainment|Malpaso Productions|Warner Bros.,189,6.9,1995,158016617
1.162695,3600000,49800000,Leaving Las Vegas,Nicolas Cage|Elisabeth Shue|Julian Sands|Richard Lewis|Steven Weber,Mike Figgis,individual|prostitute|alcohol|casino|love at first sight,112,Drama|Romance,United Artists|Intial Productions,184,6.9,1995,46200000
1.13661,22000000,1106279658,The Net,Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Ken Howard,Irwin Winkler,cheating|new identity|computer virus|chase|computer,114,Crime|Drama|Mystery|Thriller|Action,Columbia Pictures,201,5.6,1995,1084279658
1.085209,26000000,19075720,Johnny Mnemonic,Keanu Reeves|Dina Meyer|Takeshi Kitano|Ice-T|Dolph Lundgren,Robert Longo,brain|childhood memory|dystopia|pharmaceutical industry|computer chip,97,Adventure|Action|Drama|Science Fiction|Thriller,TriStar Pictures|Alliance Communications Corporation,182,5.3,1995,-6924280
1.077787,7000000,25405445,Desperado,Antonio Banderas|Salma Hayek|Joaquim de Almeida|Cheech Marin|Steve Buscemi,Robert Rodriguez,gunslinger|anti terror|ambush|mexico|showdown,104,Thriller|Action|Crime,Columbia Pictures|Los Hooligans Productions,536,6.7,1995,18405445
1.068338,17000000,182057016,While You Were Sleeping,Sandra Bullock|Bill Pullman|Peter Gallagher|Peter Boyle|Jack Warden,Jon Turteltaub,brother brother relationship|chicago|coma|subway|love of one's life,103,Comedy|Drama|Romance,Caravan Pictures|Hollywood Pictures,169,6.2,1995,165057016
1.016022,20000000,21284514,To Die For,Nicole Kidman|Matt Dillon|Joaquin Phoenix|Casey Affleck|Illeana Douglas,Gus Van Sant,adultery|winter|obsession|television|new hampshire,106,Fantasy|Drama|Comedy|Thriller,The Rank Organisation|Columbia Pictures Corporation,76,6.4,1995,1284514
0.986266,60000000,104324083,Under Siege 2: Dark Territory,Steven Seagal|Eric Bogosian|Everett McGill|Katherine Heigl|Morris Chestnut,Geoff Murphy,terrorist|pentagon|satellite|navy seal|train,100,Action|Thriller,Regency Enterprises|Warner Bros.|Seagal/Nasso Productions|Victor Company of Japan (JVC)|Cutting Edge Films,95,5.6,1995,44324083
0.981049,98000000,18517322,Cutthroat Island,Geena Davis|Matthew Modine|Frank Langella|Maury Chaykin|Patrick Malahide,Renny Harlin,exotic island|treasure|map|ship|scalp,119,Action|Adventure,Le Studio Canal+|Laurence Mark Productions|Metro-Goldwyn-Mayer (MGM)|Carolco Pictures,54,6.1,1995,-79482678
0.958991,18000000,122195920,Mortal Kombat,Christopher Lambert|Robin Shou|Linden Ashby|Cary-Hiroyuki Tagawa|Bridgette Wilson,Paul W.S. Anderson,martial arts|monster|island|gore|sorcerer,101,Action|Fantasy,New Line Cinema|Threshold Entertainment,229,5.4,1995,104195920
0.947883,16500000,135000000,Sense and Sensibility,Kate Winslet|Emma Thompson|Hugh Grant|Tom Wilkinson|Alan Rickman,Ang Lee,bowling|based on novel|servant|country life|jane austen,136,Drama|Romance,Columbia Pictures Corporation|Mirage Enterprises,185,7.1,1995,118500000
0.938457,10000000,26488734,Billy Madison,Adam Sandler|Darren McGavin|Bridgette Wilson|Bradley Whitford|Josh Mostel,Tamra Davis,woman director,89,Comedy,Jack Giarraputo Productions,237,6.2,1995,16488734
0.932073,15000000,66000000,Mighty Morphin Power Rangers: The Movie,Jason David Frank|Karan Ashley|Johnny Yong Bosch|Steve Cardenas|Amy Jo Johnson,Bryan Spicer,based on tv series|tokusatsu|superhero team|ethnic diversity|super sentai,92,Action|Adventure|Science Fiction|Family|Fantasy,20th Century Fox,78,5.3,1995,51000000
0.90178,30250000,115101622,Get Shorty,John Travolta|Gene Hackman|Rene Russo|Danny DeVito|Dennis Farina,Barry Sonnenfeld,gambling|miami|based on novel|job|murder,105,Comedy|Thriller|Crime,Jersey Films|Metro-Goldwyn-Mayer (MGM),139,6.1,1995,84851622
0.888985,50000000,30303072,Assassins,Sylvester Stallone|Antonio Banderas|Julianne Moore|Anatoli Davydov|Muse Watson,Richard Donner,competition|assassination|cia|bank|cat,132,Action|Adventure|Crime|Thriller,Silver Pictures|Canal+|Warner Bros.|Dino De Laurentiis Company|Donner/Shuler-Donner Productions,204,5.8,1995,-19696928
0.875995,32000000,18552460,The Quick and the Dead,Sharon Stone|Gene Hackman|Russell Crowe|Leonardo DiCaprio|Tobin Bell,Sam Raimi,gunslinger|revenge|prairie|shootout|pistol,107,Action|Adventure|Drama|Thriller|Western,TriStar Pictures,221,6.2,1995,-13447540
0.807589999999999,25000000,6600000,Tank Girl,Lori Petty|Ice-T|Naomi Watts|Malcolm McDowell|Iggy Pop,Rachel Talalay,destroy|dystopia|reincarnation|desert|artial arts,98,Action|Fantasy|Comedy|Science Fiction,Metro-Goldwyn-Mayer (MGM),64,5.5,1995,-18400000
0.805549,3500000,28215918,Friday,Ice Cube|Chris Tucker|Nia Long|Tommy 'Tiny' Lister|John Witherspoon,F. Gary Gray,rap|parents kids relationship|rapper|job,91,Comedy|Drama,New Line Cinema,294,7.0,1995,24715918
0.804711,11000000,39363635,Dead Man Walking,Susan Sarandon|Sean Penn|Robert Prosky|Raymond J. Barry|R. Lee Ermey,Tim Robbins,prison|rape|socially deprived family|penalty|death penalty,122,Drama,Havoc|PolyGram Filmed Entertainment|Working Title Films,144,7.1,1995,28363635
0.788698999999999,53000000,157387195,Crimson Tide,Denzel Washington|Gene Hackman|Matt Craven|George Dzundza|Viggo Mortensen,Tony Scott,submarine|mutiny|russia|missile|nuclear missile,116,Action|Thriller|Drama,Hollywood Pictures|Don Simpson/Jerry Bruckheimer Films,295,6.8,1995,104387195
0.77385,45000000,20350754,Showgirls,Elizabeth Berkley|Gina Gershon|Gina Ravera|Kyle MacLachlan|Glenn Plummer,Paul Verhoeven,dancing|female nudity|go-go dancer|spanner|seduction,128,Drama,United Artists|Le Studio Canal+|Carolco Pictures,101,5.3,1995,-24649246
0.773291,15000000,6700000,Mighty Aphrodite,Woody Allen|Mira Sorvino|Helena Bonham Carter|F. Murray Abraham|Donald Symington,Woody Allen,prostitute|adoption|adoptive father|childlessness|looking for  birth parents,95,Comedy|Romance,Miramax Films|Magnolia Pictures,61,6.5,1995,-8300000
0.760076,20000000,50012507,A Walk in the Clouds,Keanu Reeves|Aitana SÃ¡nchez-GijÃ³n|Anthony Quinn|AngÃ©lica AragÃ³n|Evangelina Elizondo,Alfonso ArÃ¡u,world war ii|vineyard|love|remake|pregnancy,103,Drama|Romance,20th Century Fox|Zucker Brothers Productions,86,6.5,1995,30012507
0.726743,30000000,24048000,Virtuosity,Denzel Washington|Russell Crowe|Kelly Lynch|William Forsythe|Stephen Spinella,Brett Leonard,artificial intelligence|android|hologram|computer program|virtual reality,106,Action|Crime|Science Fiction|Thriller,Paramount Pictures,79,5.4,1995,-5952000
0.705828,8,16,The Prophecy,Christopher Walken|Elias Koteas|Virginia Madsen|Eric Stoltz|Adam Goldberg,Gregory Widen,angel|archangel gabriel|menschheit,98,Fantasy|Horror|Thriller,Dimension Films,54,5.5,1995,8
0.673425,60000000,35431113,Money Train,Wesley Snipes|Woody Harrelson|Jennifer Lopez|Robert Blake|Chris Cooper,Joseph Ruben,brother brother relationship|subway|new york city|new york subway|train robbery,103,Action|Comedy|Crime,Columbia Pictures,113,5.2,1995,-24568887
0.640868999999999,28000000,31596911,Rob Roy,Liam Neeson|Jessica Lange|John Hurt|Tim Roth|Eric Stoltz,Michael Caton-Jones,scotland|biography|18th century|highlands|violent man,139,Adventure,United Artists,72,6.2,1995,3596911
0.623009,20000000,7563728,Hackers,Jonny Lee Miller|Angelina Jolie|Jesse Bradford|Matthew Lillard|Renoly Santiago,Iain Softley,hacker|computer virus,107,Action|Crime|Thriller|Drama,Metro-Goldwyn-Mayer (MGM),238,6.4,1995,-12436272
0.604331,44000000,13681765,Nixon,Anthony Hopkins|Joan Allen|Powers Boothe|Ed Harris|Bob Hoskins,Oliver Stone,u.s. president|president elections|watergate scandal|biography|government,192,History|Drama,Hollywood Pictures|Cinergi Pictures Entertainment,30,6.3,1995,-30318235
0.602056,55000000,127600435,First Knight,Sean Connery|Richard Gere|Julia Ormond|Ben Cross|Liam Cunningham,Jerry Zucker,camelot|knight|king arthur|excalibur|knights of the round table,134,Action|Adventure|Drama|Romance,Columbia Pictures Corporation|First Knight Productions,172,5.8,1995,72600435
0.592518999999999,21000000,23450000,Boys on the Side,Whoopi Goldberg|Mary-Louise Parker|Drew Barrymore|Matthew McConaughey|James Remar,Herbert Ross,aids|roommate|homicide|car journey|friendship,115,Comedy|Drama,Warner Bros. Pictures|Regency Enterprises,25,5.8,1995,2450000
0.578548,5000000,15116634,Halloween: The Curse of Michael Myers,Donald Pleasence|Paul Rudd|Marianne Hagan|Mitchell Ryan|Kim Darby,Joe Chappelle,mass murder|halloween|attempt to escape|psychopath|escape agent,88,Horror|Thriller,Miramax Films,80,5.1,1995,10116634
0.577143,50000000,11534477,Fair Game,William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald|Miguel Sandoval,Andrew Sipes,bomb|miami|sex|detective|handcuffs,91,Action|Thriller|Romance,Silver Pictures|Warner Bros.,26,4.1,1995,-38465523
0.552091,6000000,2,Mallrats,Jason Lee|Jeremy London|Shannen Doherty|Claire Forlani|Ben Affleck,Kevin Smith,sex|game show|slacker|comic|shopping,94,Romance|Comedy,Gramercy Pictures|Alphaville Films|View Askew Productions,201,6.8,1995,-5999998
0.551631,62000000,107879496,The American President,Michael Douglas|Annette Bening|Michael J. Fox|Martin Sheen|Anna Deavere Smith,Rob Reiner,white house|u.s. president|new love|umweltschÃ¼tzer|widower,106,Comedy|Drama|Romance,Columbia Pictures|Castle Rock Entertainment,104,6.6,1995,45879496
0.526485,42000000,7959291,Strange Days,Ralph Fiennes|Angela Bassett|Tom Sizemore|Juliette Lewis|Vincent D'Onofrio,Kathryn Bigelow,pornography|prostitute|rape|police brutality|rap,145,Crime|Drama|Science Fiction|Thriller,Lightstorm Entertainment,150,6.5,1995,-34040709
0.525474,500000,1148752,Living in Oblivion,Steve Buscemi|Catherine Keener|Dermot Mulroney|James Le Gros|Peter Dinklage,Tom DiCillo,cinema|independent film|filmmaker,89,Drama|Comedy,JDI productions|Lemon Sky Productions,23,6.9,1995,648752
0.508901,8169363,8175346,Nick of Time,Johnny Depp|Courtney Chase|Charles S. Dutton|Christopher Walken|Roma Maffia,John Badham,assassination|train station|politics|los angeles,90,Crime|Drama|Thriller,Paramount Pictures,91,6.0,1995,5983
0.489975,7000000,8349430,Smoke,Harvey Keitel|William Hurt|Giancarlo Esposito|JosÃ© ZÃºÃ±iga|Stephen Gevedon,Wayne Wang|Paul Auster,smoking|robber|cigarette|cigar|laden,112,Comedy|Drama,Miramax Films,41,6.8,1995,1349430
0.460215,20000000,5781885,Screamers,Peter Weller|Roy Dupuis|Jennifer Rubin|Andrew Lauer|Liliana Komorowska,Christian Duguay,man vs machine|alien planet|struggle for survival,108,Horror|Science Fiction,The Movie Network (TMN)|Allegro Films|Fuji Eight Company Ltd.|Fries Film Group|Super Ecran,63,5.9,1995,-14218115
0.446622,1500000,7412216,Kids,Leo Fitzpatrick|Rosario Dawson|ChloÃ« Sevigny|Justin Pierce|Sajan Bhagat,Larry Clark,puberty|first time,91,Drama|Crime,Miramax Films,141,6.7,1995,5912216
0.443718,17000000,7603766,Losing Isaiah,Jessica Lange|Halle Berry|David Strathairn|Samuel L. Jackson|Cuba Gooding Jr.,Stephen Gyllenhaal,mother|child abuse|single parent|based on novel|smoking,106,Drama,Paramount Pictures,12,6.5,1995,-9396234
0.407454,50000000,9851610,Jade,David Caruso|Linda Fiorentino|Chazz Palminteri|Michael Biehn|Richard Crenna,William Friedkin,callgirl|san francisco|investigation|murder,95,Action|Thriller|Mystery|Romance,Paramount Pictures,22,5.4,1995,-40148390
0.378093,14000000,19800000,Vampire in Brooklyn,Eddie Murphy|Angela Bassett|Allen Payne|Kadeem Hardison|John Witherspoon,Wes Craven,vampire|half vampire,100,Comedy|Horror|Romance,Paramount Pictures,45,4.5,1995,5800000
0.376857,35000000,64350171,Sudden Death,Jean-Claude Van Damme|Powers Boothe|Dorian Harewood|Raymond J. Barry|Ross Malinger,Peter Hyams,terrorist|hostage|explosive|vice president,106,Action|Adventure|Thriller,Universal Pictures|Imperial Entertainment|Signature Entertainment,85,5.4,1995,29350171
0.360204,8000000,529766,Things to Do in Denver When You're Dead,Andy GarcÃ­a|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams,Gary Fleder,father-son relationship|bounty hunter|boat|way of life|coffin,116,Drama|Crime,Miramax Films,26,6.3,1995,-7470234
0.327558,50000000,152000000,Congo,Laura Linney|Dylan Walsh|Ernie Hudson|Tim Curry|Grant Heslov,Frank Marshall,gorilla|kongo|diamond mine|diamond,109,Action|Adventure|Drama|Mystery|Science Fiction,"Paramount Pictures|Kennedy/Marshall Company, The",100,4.8,1995,102000000
0.307976,50000000,10382407,The Scarlet Letter,Demi Moore|Gary Oldman|Robert Duvall|Robert Prosky|Edward Hardwicke,Roland JoffÃ©,based on novel|burning of witches|puritan|period piece|pregnancy,135,Drama|History|Romance,Hollywood Pictures|Cinergi Pictures Entertainment,61,5.3,1995,-39617593
0.298783,27000000,16140822,Devil in a Blue Dress,Denzel Washington|Tom Sizemore|Jennifer Beals|Don Cheadle|Maury Chaykin,Carl Franklin,jazz club|murder|los angeles|private detective|film noir,102,Drama|Mystery|Thriller,TriStar Pictures|Mundy Lane Entertainment,43,6.1,1995,-10859178
0.275609,12000000,27400000,Now and Then,Christina Ricci|Rosie O'Donnell|Thora Birch|Melanie Griffith|Gaby Hoffmann,Lesli Linka Glatter,1970s|female friendship|coming of age|gynecologist|photocopier,100,Comedy|Drama|Family,New Line Cinema,41,6.3,1995,15400000
0.200906,16000000,81452156,Waiting to Exhale,Whitney Houston|Angela Bassett|Loretta Devine|Lela Rochon|Gregory Hines,Forest Whitaker,based on novel|interracial relationship|single mother|divorce|chick flick,127,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation,18,6.1,1995,65452156
0.194078,35000000,15000000,Le Hussard sur le toit,Juliette Binoche|Olivier Martinez|Pierre Arditi|FranÃ§ois Cluzet|GÃ©rard Depardieu,Jean-Paul Rappeneau,italian|new love|provence|horse|exile,135,War|Adventure|Drama|Romance,France 2 CinÃ©ma|Hachette PremiÃ¨re|Canal+,17,6.4,1995,-20000000
0.189446,10000000,23574130,How To Make An American Quilt,Winona Ryder|Anne Bancroft|Ellen Burstyn|Kate Nelligan|Jean Simmons,Jocelyn Moorhouse,wedding vows|marriage proposal|married couple|monogamy|advice,116,Drama|Romance,Universal Pictures|Amblin Entertainment,16,6.6,1995,13574130
0.183034,6400000,6,Never Talk to Strangers,Rebecca De Mornay|Antonio Banderas|Dennis Miller|Len Cariou|Martha Burns,Peter Hall,telephone|police|love|police psychologist|erotic thriller,86,Thriller|Romance,TriStar Pictures,15,4.5,1995,-6399994
0.141747,25000000,13071518,Clockers,Harvey Keitel|John Turturro|Delroy Lindo|Mekhi Phifer|Isaiah Washington,Spike Lee,drug pusher|train|drug|drug lord,128,Mystery|Crime|Drama,Universal Pictures,26,6.7,1995,-11928482
0.105894,6,11,Tales from the Hood,Clarence Williams III|Corbin Bernsen|David Alan Grier|Wings Hauser|Duane Whitaker,Rusty Cundieff,prison|ghetto|anthology|evil doll|murder,98,Horror|Thriller,Savoy Pictures,13,5.1,1995,5
4.586426,1200000,14661007,Reservoir Dogs,Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi,Quentin Tarantino,torture|gasoline|shot in the stomach|sadistic torture|ensemble cast,99,Crime|Thriller,Live Entertainment|Lionsgate|Dog Eat Dog Productions Inc.,2018,7.9,1992,13461007
3.966538,28000000,504050219,Aladdin,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker,Ron Clements|John Musker,magic|musical|cartoon|princess|love,90,Animation|Family|Comedy|Adventure|Fantasy,Walt Disney Pictures,2121,7.3,1992,476050219
3.822939,18000000,358991681,Home Alone 2: Lost In New York,Macaulay Culkin|Joe Pesci|Catherine O'Hara|Daniel Stern|John Heard,Chris Columbus,holiday|new york|new york city|christmas,120,Comedy|Family|Adventure|Crime,Twentieth Century Fox Film Corporation|Hughes Entertainment,1426,6.2,1992,340991681
2.248239,80000000,280000000,Batman Returns,Michael Keaton|Danny DeVito|Michelle Pfeiffer|Christopher Walken|Michael Gough,Tim Burton,holiday|corruption|double life|dc comics|crime fighter,126,Action|Crime|Fantasy|Science Fiction|Thriller,PolyGram Filmed Entertainment|Warner Bros.,922,6.5,1992,200000000
1.919148,50000000,159773545,AlienÂ³,Sigourney Weaver|Charles S. Dutton|Charles Dance|Pete Postlethwaite|Ralph Brown,David Fincher,prison|android|spacecraft|space marine|imprisonment,114,Science Fiction|Action|Horror,Twentieth Century Fox Film Corporation|Brandywine Productions,850,6.0,1992,109773545
1.574949,35000000,321731527,Lethal Weapon 3,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Stuart Wilson,Richard Donner,rookie cop|dog biscuit|shooting practice|sitting on a toilet|judo throw,118,Adventure|Action|Comedy|Thriller|Crime,Silver Pictures|Warner Bros.,468,6.1,1992,286731527
1.432653,40000000,215862692,Dracula,Gary Oldman|Winona Ryder|Anthony Hopkins|Keanu Reeves|Richard E. Grant,Francis Ford Coppola,adultery|maze|vampire|rough sex|wake,128,Romance|Horror,American Zoetrope|Columbia Pictures Corporation|Osiris Films,545,6.8,1992,175862692
1.283709,35000000,156563139,Under Siege,Steven Seagal|Tommy Lee Jones|Gary Busey|Erika Eleniak|Patrick O'Neal,Andrew Davis,cook|war ship|mercenary|nuclear missile|hostage-taking,103,Action|Thriller,Regency Enterprises|Alcor Films|Canal+|Warner Bros.,204,5.9,1992,121563139
1.199355,40000000,243240178,A Few Good Men,Tom Cruise|Jack Nicholson|Demi Moore|Kevin Bacon|Kiefer Sutherland,Rob Reiner,suicide|underdog|suspicion of murder|court case|sentence,138,Drama|Thriller,Castle Rock Entertainment|Columbia Pictures Corporation,502,6.9,1992,203240178
1.16983,20000000,121697323,Wayne's World,Mike Myers|Dana Carvey|Rob Lowe|Tia Carrere|Lara Flynn Boyle,Penelope Spheeris,tv show|heavy metal|television producer|woman director,94,Comedy,Paramount Pictures,421,6.5,1992,101697323
1.070577,49000000,352927224,Basic Instinct,Michael Douglas|Sharon Stone|George Dzundza|Jeanne Tripplehorn|Denis Arndt,Paul Verhoeven,dancing|male nudity|female nudity|sexual obsession|san francisco,127,Thriller|Mystery,TriStar Pictures|Canal+|Carolco Pictures,444,6.4,1992,303927224
0.980566,12500000,10725228,Glengarry Glen Ross,Al Pacino|Jack Lemmon|Alec Baldwin|Alan Arkin|Ed Harris,James Foley,robbery|office|shop|estate agent|company,100,Crime|Drama|Mystery,New Line Cinema|GGR|Zupnik Cinema Group II,148,7.2,1992,-1774772
0.964004,40000000,58662452,Honey I Blew Up the Kid,Rick Moranis|Marcia Strassman|Robert Oliveri|Daniel Shalikar|Joshua Shalikar,Randal Kleiser,becoming an adult|inventor|infant|family,89,Adventure|Comedy|Family|Science Fiction,Walt Disney Pictures|Touchwood Pacific Partners 1,131,4.8,1992,18662452
0.851712,1000000,2019469,Bad Lieutenant,Harvey Keitel|Victor Argo|Frankie Thorn|Robin Burrows|Paul Calderon,Abel Ferrara,rape|drug addiction|homicide|gambling debts|police,96,Crime|Drama,Bad Lt. Productions,63,6.3,1992,1019469
0.841579999999999,14000000,159157447,Unforgiven,Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett,Clint Eastwood,prostitute|sheriff|bounty|regret|right and justice,131,Western,Warner Bros.,602,7.5,1992,145157447
0.834109,31000000,231605150,Sister Act,Whoopi Goldberg|Maggie Smith|Kathy Najimy|Wendy Makkena|Mary Wickes,Emile Ardolino,church choir|witness protection|musical|gospel|concert,100,Music|Comedy,Touchstone Pictures,320,6.2,1992,200605150
